company_name,ticker,cik,form_type,filing_date,accession_number,document_url,ceo_name
Walmart,WMT,0000104169,10-K,2025-03-14,0000104169-25-000021,https://www.sec.gov/Archives/edgar/data/104169/000010416925000021/wmt-20250131.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2024-03-15,0000104169-24-000056,https://www.sec.gov/Archives/edgar/data/104169/000010416924000056/wmt-20240131.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2023-03-17,0000104169-23-000020,https://www.sec.gov/Archives/edgar/data/104169/000010416923000020/wmt-20230131.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2022-03-18,0000104169-22-000012,https://www.sec.gov/Archives/edgar/data/104169/000010416922000012/wmt-20220131.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2021-03-19,0000104169-21-000033,https://www.sec.gov/Archives/edgar/data/104169/000010416921000033/wmt-20210131.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2020-03-20,0000104169-20-000011,https://www.sec.gov/Archives/edgar/data/104169/000010416920000011/wmtform10-kx1312020.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2019-03-28,0000104169-19-000016,https://www.sec.gov/Archives/edgar/data/104169/000010416919000016/wmtform10-kx1312019.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2018-03-30,0000104169-18-000028,https://www.sec.gov/Archives/edgar/data/104169/000010416918000028/wmtform10-kx1312018.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2017-03-31,0000104169-17-000021,https://www.sec.gov/Archives/edgar/data/104169/000010416917000021/wmtform10-kx1312017.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2016-03-30,0000104169-16-000079,https://www.sec.gov/Archives/edgar/data/104169/000010416916000079/wmtform10-kx1312016.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2015-04-01,0000104169-15-000011,https://www.sec.gov/Archives/edgar/data/104169/000010416915000011/wmtform10-kx13115.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2014-03-21,0000104169-14-000019,https://www.sec.gov/Archives/edgar/data/104169/000010416914000019/wmtform10-kx13114.htm,C. Douglas McMillon
Walmart,WMT,0000104169,10-K,2013-03-26,0000104169-13-000011,https://www.sec.gov/Archives/edgar/data/104169/000010416913000011/wmt10-k.htm,Michael T. Duke
Walmart,WMT,0000104169,10-K,2012-03-27,0001193125-12-134679,https://www.sec.gov/Archives/edgar/data/104169/000119312512134679/d270972d10k.htm,Michael T. Duke
Walmart,WMT,0000104169,10-K,2011-03-30,0001193125-11-083157,https://www.sec.gov/Archives/edgar/data/104169/000119312511083157/d10k.htm,Michael T. Duke
Walmart,WMT,0000104169,10-K,2010-03-30,0001193125-10-071652,https://www.sec.gov/Archives/edgar/data/104169/000119312510071652/d10k.htm,Michael T. Duke
Walmart,WMT,0000104169,10-K,2009-04-01,0000104169-09-000006,https://www.sec.gov/Archives/edgar/data/104169/000010416909000006/d10k.htm,Michael T. Duke
Walmart,WMT,0000104169,10-K,2008-03-31,0001193125-08-071085,https://www.sec.gov/Archives/edgar/data/104169/000119312508071085/d10k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2007-03-27,0001193125-07-065603,https://www.sec.gov/Archives/edgar/data/104169/000119312507065603/d10k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2006-03-29,0001193125-06-066792,https://www.sec.gov/Archives/edgar/data/104169/000119312506066792/d10k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2005-03-31,0001193125-05-066992,https://www.sec.gov/Archives/edgar/data/104169/000119312505066992/d10k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2004-04-09,0001193125-04-059900,https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/d10k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2003-04-15,0000104169-03-000005,https://www.sec.gov/Archives/edgar/data/104169/000010416903000005/final10-k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2002-04-15,0000104169-02-000004,https://www.sec.gov/Archives/edgar/data/104169/000010416902000004/final10-k.htm,H. Lee Scott
Walmart,WMT,0000104169,10-K,2001-04-10,0001021408-01-500118,https://www.sec.gov/Archives/edgar/data/104169/000102140801500118/d10k.htm,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,2000-04-17,0000104169-00-000002,https://www.sec.gov/Archives/edgar/data/104169/000010416900000002/0000104169-00-000002-d1.html,"H. Lee Scott, Jr."
Walmart,WMT,0000104169,10-K,1999-04-19,0000104169-99-000002,https://www.sec.gov/Archives/edgar/data/104169/000010416999000002/0000104169-99-000002.txt,David D. Glass
Walmart,WMT,0000104169,10-K,1998-04-23,0000104169-98-000003,https://www.sec.gov/Archives/edgar/data/104169/000010416998000003/0000104169-98-000003.txt,David D. Glass
Walmart,WMT,0000104169,10-K,1997-04-21,0000104169-97-000003,https://www.sec.gov/Archives/edgar/data/104169/000010416997000003/0000104169-97-000003.txt,David D. Glass
Walmart,WMT,0000104169,10-K,1996-04-23,0000104169-96-000002,https://www.sec.gov/Archives/edgar/data/104169/000010416996000002/0000104169-96-000002.txt,David D. Glass
Walmart,WMT,0000104169,10-K,1995-04-27,0000104169-95-000004,https://www.sec.gov/Archives/edgar/data/104169/000010416995000004/0000104169-95-000004.txt,David D. Glass
Amazon,AMZN,0001018724,10-K,2025-02-07,0001018724-25-000004,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231.htm,Andrew R. Jassy
Amazon,AMZN,0001018724,10-K,2024-02-02,0001018724-24-000008,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,Andrew R. Jassy
Amazon,AMZN,0001018724,10-K,2023-02-03,0001018724-23-000004,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm,Andrew R. Jassy
Amazon,AMZN,0001018724,10-K,2022-02-04,0001018724-22-000005,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm,Andrew R. Jassy
Amazon,AMZN,0001018724,10-K,2021-02-03,0001018724-21-000004,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2020-01-31,0001018724-20-000004,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2019-02-01,0001018724-19-000004,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000004/amzn-20181231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2018-02-02,0001018724-18-000005,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000005/amzn-20171231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2017-02-10,0001018724-17-000011,https://www.sec.gov/Archives/edgar/data/1018724/000101872417000011/amzn-20161231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2016-01-29,0001018724-16-000172,https://www.sec.gov/Archives/edgar/data/1018724/000101872416000172/amzn-20151231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2015-01-30,0001018724-15-000006,https://www.sec.gov/Archives/edgar/data/1018724/000101872415000006/amzn-20141231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2014-01-31,0001018724-14-000006,https://www.sec.gov/Archives/edgar/data/1018724/000101872414000006/amzn-20131231x10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2013-01-30,0001193125-13-028520,https://www.sec.gov/Archives/edgar/data/1018724/000119312513028520/d445434d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2012-02-01,0001193125-12-032846,https://www.sec.gov/Archives/edgar/data/1018724/000119312512032846/d269317d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2011-01-28,0001193125-11-016253,https://www.sec.gov/Archives/edgar/data/1018724/000119312511016253/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2010-01-29,0001193125-10-016098,https://www.sec.gov/Archives/edgar/data/1018724/000119312510016098/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2009-01-30,0001193125-09-014406,https://www.sec.gov/Archives/edgar/data/1018724/000119312509014406/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2008-02-11,0001193125-08-024707,https://www.sec.gov/Archives/edgar/data/1018724/000119312508024707/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2007-02-16,0001193125-07-034081,https://www.sec.gov/Archives/edgar/data/1018724/000119312507034081/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2006-02-17,0001193125-06-034166,https://www.sec.gov/Archives/edgar/data/1018724/000119312506034166/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2005-03-11,0001193125-05-047032,https://www.sec.gov/Archives/edgar/data/1018724/000119312505047032/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2004-02-25,0001193125-04-029488,https://www.sec.gov/Archives/edgar/data/1018724/000119312504029488/d10k.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2003-02-19,0000950149-03-000355,https://www.sec.gov/Archives/edgar/data/1018724/000095014903000355/v87419ore10vk.htm,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,2000-03-29,0000891020-00-000622,https://www.sec.gov/Archives/edgar/data/1018724/000089102000000622/0000891020-00-000622.txt,Jeffrey P. Bezos
Amazon,AMZN,0001018724,10-K,1999-03-05,0000891020-99-000375,https://www.sec.gov/Archives/edgar/data/1018724/000089102099000375/0000891020-99-000375.txt,Jeffrey P. Bezos
Apple,AAPL,0000320193,10-K,2025-10-31,0000320193-25-000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2024-11-01,0000320193-24-000123,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2023-11-03,0000320193-23-000106,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2022-10-28,0000320193-22-000108,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2021-10-29,0000320193-21-000105,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2020-10-30,0000320193-20-000096,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/aapl-20200926.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2019-10-31,0000320193-19-000119,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/a10-k20199282019.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2018-11-05,0000320193-18-000145,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2017-11-03,0000320193-17-000070,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2016-10-26,0001628280-16-020309,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2015-10-28,0001193125-15-356351,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2014-10-27,0001193125-14-383437,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2013-10-30,0001193125-13-416534,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2012-10-31,0001193125-12-444068,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2011-10-26,0001193125-11-282113,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,Timothy D. Cook
Apple,AAPL,0000320193,10-K,2010-10-27,0001193125-10-238044,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2009-10-27,0001193125-09-214859,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2008-11-05,0001193125-08-224958,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2007-11-15,0001047469-07-009340,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2006-12-29,0001104659-06-084288,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,Steve Jobs
Apple,AAPL,0000320193,10-K,2005-12-01,0001104659-05-058421,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2004-12-03,0001047469-04-035975,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2003-12-19,0001047469-03-041604,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2002-12-19,0001047469-02-007674,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,Steven P. Jobs
Apple,AAPL,0000320193,10-K,2000-12-14,0000912057-00-053623,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,Steven P. Jobs
Apple,AAPL,0000320193,10-K,1999-12-22,0000912057-99-010244,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244.txt,Steven P. Jobs
Apple,AAPL,0000320193,10-K,1997-12-05,0001047469-97-006960,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960.txt,NOT FOUND
Apple,AAPL,0000320193,10-K,1996-12-19,0000320193-96-000023,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023.txt,Gilbert F. Amelio
Apple,AAPL,0000320193,10-K,1995-12-19,0000320193-95-000016,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016.txt,Michael H. Spindler
Apple,AAPL,0000320193,10-K,1994-12-13,0000320193-94-000016,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016.txt,Michael H. Spindler
CVS Health,CVS,0000064803,10-K,2025-02-12,0000064803-25-000007,https://www.sec.gov/Archives/edgar/data/64803/000006480325000007/cvs-20241231.htm,J. David Joyner
CVS Health,CVS,0000064803,10-K,2024-02-07,0000064803-24-000007,https://www.sec.gov/Archives/edgar/data/64803/000006480324000007/cvs-20231231.htm,Karen S. Lynch
CVS Health,CVS,0000064803,10-K,2023-02-08,0000064803-23-000009,https://www.sec.gov/Archives/edgar/data/64803/000006480323000009/cvs-20221231.htm,Karen S. Lynch
CVS Health,CVS,0000064803,10-K,2022-02-09,0000064803-22-000008,https://www.sec.gov/Archives/edgar/data/64803/000006480322000008/cvs-20211231.htm,Karen S. Lynch
CVS Health,CVS,0000064803,10-K,2021-02-16,0000064803-21-000011,https://www.sec.gov/Archives/edgar/data/64803/000006480321000011/cvs-20201231.htm,Karen S. Lynch
CVS Health,CVS,0000064803,10-K,2020-02-18,0000064803-20-000007,https://www.sec.gov/Archives/edgar/data/64803/000006480320000007/a2019form10-k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2019-02-28,0000064803-19-000013,https://www.sec.gov/Archives/edgar/data/64803/000006480319000013/cvs-2018231x10k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2018-02-14,0001558370-18-000707,https://www.sec.gov/Archives/edgar/data/64803/000155837018000707/cvs-20171231x10k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2017-02-09,0000064803-17-000006,https://www.sec.gov/Archives/edgar/data/64803/000006480317000006/cvs-20161231x10k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2016-02-09,0000064803-16-000074,https://www.sec.gov/Archives/edgar/data/64803/000006480316000074/cvs-20151231x10k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2015-02-10,0000064803-15-000008,https://www.sec.gov/Archives/edgar/data/64803/000006480315000008/cvs-20141231x10k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2014-02-11,0000064803-14-000008,https://www.sec.gov/Archives/edgar/data/64803/000006480314000008/cvs-20131231x10k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2013-02-15,0001104659-13-011354,https://www.sec.gov/Archives/edgar/data/64803/000110465913011354/a12-28799_110k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2012-02-17,0001104659-12-010850,https://www.sec.gov/Archives/edgar/data/64803/000110465912010850/a11-31657_310k.htm,Larry J. Merlo
CVS Health,CVS,0000064803,10-K,2011-02-18,0001193125-11-040351,https://www.sec.gov/Archives/edgar/data/64803/000119312511040351/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2010-02-26,0001193125-10-043086,https://www.sec.gov/Archives/edgar/data/64803/000119312510043086/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2009-02-27,0001193125-09-041089,https://www.sec.gov/Archives/edgar/data/64803/000119312509041089/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2008-02-27,0001193125-08-040019,https://www.sec.gov/Archives/edgar/data/64803/000119312508040019/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2007-02-27,0001104659-07-014431,https://www.sec.gov/Archives/edgar/data/64803/000110465907014431/a07-4967_110k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2006-03-14,0001193125-06-053756,https://www.sec.gov/Archives/edgar/data/64803/000119312506053756/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2005-03-16,0001193125-05-052880,https://www.sec.gov/Archives/edgar/data/64803/000119312505052880/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2004-03-12,0001193125-04-040575,https://www.sec.gov/Archives/edgar/data/64803/000119312504040575/d10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2003-03-18,0001104659-03-004471,https://www.sec.gov/Archives/edgar/data/64803/000110465903004471/j8483_10k.htm,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2001-03-19,0000912057-01-007764,https://www.sec.gov/Archives/edgar/data/64803/000091205701007764/a2041427z10-k.txt,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,2000-03-31,0000950135-00-001935,https://www.sec.gov/Archives/edgar/data/64803/000095013500001935/0000950135-00-001935.txt,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,1999-03-31,0001029869-99-000377,https://www.sec.gov/Archives/edgar/data/64803/000102986999000377/0001029869-99-000377.txt,Thomas M. Ryan
CVS Health,CVS,0000064803,10-K,1996-03-29,0000891092-96-000050,https://www.sec.gov/Archives/edgar/data/64803/000089109296000050/0000891092-96-000050.txt,Stanley P. Goldstein
CVS Health,CVS,0000064803,10-K,1995-03-29,0000891092-95-000026,https://www.sec.gov/Archives/edgar/data/64803/000089109295000026/0000891092-95-000026.txt,Stanley P. Goldstein
CVS Health,CVS,0000064803,10-K,1994-03-31,0000950110-94-000133,https://www.sec.gov/Archives/edgar/data/64803/000095011094000133/0000950110-94-000133.txt,Stanley P. Goldstein
UnitedHealth Group,UNH,0000731766,10-K,2025-02-27,0000731766-25-000063,https://www.sec.gov/Archives/edgar/data/731766/000073176625000063/unh-20241231.htm,Andrew Witty
UnitedHealth Group,UNH,0000731766,10-K,2024-02-28,0000731766-24-000081,https://www.sec.gov/Archives/edgar/data/731766/000073176624000081/unh-20231231.htm,Andrew Witty
UnitedHealth Group,UNH,0000731766,10-K,2023-02-24,0000731766-23-000008,https://www.sec.gov/Archives/edgar/data/731766/000073176623000008/unh-20221231.htm,Andrew Witty
UnitedHealth Group,UNH,0000731766,10-K,2022-02-15,0000731766-22-000008,https://www.sec.gov/Archives/edgar/data/731766/000073176622000008/unh-20211231.htm,Andrew P. Witty
UnitedHealth Group,UNH,0000731766,10-K,2021-03-01,0000731766-21-000013,https://www.sec.gov/Archives/edgar/data/731766/000073176621000013/unh-20201231.htm,Andrew P. Witty
UnitedHealth Group,UNH,0000731766,10-K,2020-02-14,0000731766-20-000006,https://www.sec.gov/Archives/edgar/data/731766/000073176620000006/unh2019123110-k.htm,David S. Wichmann
UnitedHealth Group,UNH,0000731766,10-K,2019-02-12,0000731766-19-000005,https://www.sec.gov/Archives/edgar/data/731766/000073176619000005/unh2018123110-k.htm,David S. Wichmann
UnitedHealth Group,UNH,0000731766,10-K,2018-02-13,0000731766-18-000005,https://www.sec.gov/Archives/edgar/data/731766/000073176618000005/unh2017123110-k.htm,David S. Wichmann
UnitedHealth Group,UNH,0000731766,10-K,2017-02-08,0000731766-17-000009,https://www.sec.gov/Archives/edgar/data/731766/000073176617000009/unh2016123110-k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2016-02-09,0000731766-16-000058,https://www.sec.gov/Archives/edgar/data/731766/000073176616000058/unh2015123110-k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2015-02-10,0000731766-15-000007,https://www.sec.gov/Archives/edgar/data/731766/000073176615000007/unh2014123110-k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2014-02-12,0000731766-14-000008,https://www.sec.gov/Archives/edgar/data/731766/000073176614000008/unh2013123110-k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2013-02-07,0000731766-13-000005,https://www.sec.gov/Archives/edgar/data/731766/000073176613000005/unh2012123110-k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2012-02-09,0000731766-12-000009,https://www.sec.gov/Archives/edgar/data/731766/000073176612000009/unh2011123110k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2011-02-10,0001193125-11-030615,https://www.sec.gov/Archives/edgar/data/731766/000119312511030615/d10k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2010-02-10,0001193125-10-027229,https://www.sec.gov/Archives/edgar/data/731766/000119312510027229/d10k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2009-02-11,0001193125-09-025587,https://www.sec.gov/Archives/edgar/data/731766/000119312509025587/d10k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2008-02-21,0001193125-08-035391,https://www.sec.gov/Archives/edgar/data/731766/000119312508035391/d10k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2007-03-06,0001193125-07-046861,https://www.sec.gov/Archives/edgar/data/731766/000119312507046861/d10k.htm,Stephen J. Hemsley
UnitedHealth Group,UNH,0000731766,10-K,2006-02-24,0001193125-06-038949,https://www.sec.gov/Archives/edgar/data/731766/000119312506038949/d10k.htm,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,2005-03-01,0001193125-05-039947,https://www.sec.gov/Archives/edgar/data/731766/000119312505039947/d10k.htm,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,2004-03-15,0000950134-04-003522,https://www.sec.gov/Archives/edgar/data/731766/000095013404003522/c82635e10vk.htm,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,2003-03-19,0000950134-03-004178,https://www.sec.gov/Archives/edgar/data/731766/000095013403004178/c74996e10vk.htm,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,2002-04-01,0000950137-02-001930,https://www.sec.gov/Archives/edgar/data/731766/000095013702001930/c68469e10-k.htm,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,2001-03-30,0000912057-01-505867,https://www.sec.gov/Archives/edgar/data/731766/000091205701505867/a2041963z10-k.htm,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,2000-03-30,0000912057-00-014911,https://www.sec.gov/Archives/edgar/data/731766/000091205700014911/0000912057-00-014911-d1.html,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,1999-03-31,0001047469-99-013081,https://www.sec.gov/Archives/edgar/data/731766/000104746999013081/0001047469-99-013081.txt,"William W. McGuire, M.D."
UnitedHealth Group,UNH,0000731766,10-K,1997-03-28,0000912057-97-010848,https://www.sec.gov/Archives/edgar/data/731766/000091205797010848/0000912057-97-010848.txt,"William W. McGuire, M.D."
Exxon Mobil,XOM,0000034088,10-K,2025-02-19,0000034088-25-000010,https://www.sec.gov/Archives/edgar/data/34088/000003408825000010/xom-20241231.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2024-02-28,0000034088-24-000018,https://www.sec.gov/Archives/edgar/data/34088/000003408824000018/xom-20231231.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2023-02-22,0000034088-23-000020,https://www.sec.gov/Archives/edgar/data/34088/000003408823000020/xom-20221231.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2022-02-23,0000034088-22-000011,https://www.sec.gov/Archives/edgar/data/34088/000003408822000011/xom-20211231.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2021-02-24,0000034088-21-000012,https://www.sec.gov/Archives/edgar/data/34088/000003408821000012/xom-20201231.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2020-02-26,0000034088-20-000016,https://www.sec.gov/Archives/edgar/data/34088/000003408820000016/xom10k2019.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2019-02-27,0000034088-19-000010,https://www.sec.gov/Archives/edgar/data/34088/000003408819000010/xom10k2018.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2018-02-28,0000034088-18-000015,https://www.sec.gov/Archives/edgar/data/34088/000003408818000015/xom10k2017.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2017-02-22,0000034088-17-000017,https://www.sec.gov/Archives/edgar/data/34088/000003408817000017/xom10k2016.htm,Darren W. Woods
Exxon Mobil,XOM,0000034088,10-K,2016-02-24,0000034088-16-000065,https://www.sec.gov/Archives/edgar/data/34088/000003408816000065/xom10k2015.htm,Rex W. Tillerson
Exxon Mobil,XOM,0000034088,10-K,2015-02-25,0000034088-15-000013,https://www.sec.gov/Archives/edgar/data/34088/000003408815000013/xom10k2014.htm,Rex W. Tillerson
Exxon Mobil,XOM,0000034088,10-K,2014-02-26,0000034088-14-000012,https://www.sec.gov/Archives/edgar/data/34088/000003408814000012/xom10k2013.htm,ERROR
Exxon Mobil,XOM,0000034088,10-K,2013-02-27,0000034088-13-000011,https://www.sec.gov/Archives/edgar/data/34088/000003408813000011/xom10k2012.htm,ERROR
Exxon Mobil,XOM,0000034088,10-K,2012-02-24,0001193125-12-078102,https://www.sec.gov/Archives/edgar/data/34088/000119312512078102/d257530d10k.htm,ERROR
Exxon Mobil,XOM,0000034088,10-K,2011-02-25,0001193125-11-047394,https://www.sec.gov/Archives/edgar/data/34088/000119312511047394/d10k.htm,ERROR
