ticker,cik
RMBI,0001767837
RMBS,0000917273
RMNI,0001635282
RMR,0001644378
RNA,0002093101
RNAC,0001453687
RNGR,0001699039
RNST,0000715072
ROAD,0001718227
ROCK,0000912562
ROG,0000084748
ROOT,0001788882
RPAY,0001720592
RPC,0001841968
RPD,0001560327
RPT,0001614806
RR,0001963685
RRBI,0001071236
RRR,0001653653
RSI,0001793659
RSVR,0001824403
RUM,0001830081
RUN,0001469367
RUSHA,0001012019
RUSHB,0001012019
RVLV,0001746618
RVSB,0001041368
RWT,0000930236
RXO,0001929561
RXRX,0001601830
RXST,0001111485
RXT,0001810019
RYAM,0001597672
RYTM,0001649904
RYZ,0001481582
RZLT,0001509261
RZLV,0001920294
SABR,0001597033
SAFE,0001095651
SAFT,0001172052
SAFX,0002019793
SAH,0001043509
SAMG,0001549966
SANA,0001770121
SANM,0000897723
SATL,0001874315
SATS,0001415404
SB,0001434754
SBC,0001930313
SBCF,0000730708
SBFG,0000767405
SBGI,0001971213
SBH,0001368458
SBRA,0001492298
SBSI,0000705432
SBT,0001423672
SCHL,0000866729
SCL,0000094049
SCSC,0000918965
SCVL,0000895447
SD,0001349436
SDGR,0001490978
SDRL,0001737706
SEAT,0001856031
SEG,0002009684
SEI,0001697500
SEM,0001320414
SENEA,0000088948
SEPN,0001984086
SERV,0001832483
SEVN,0001452477
SEZL,0001662991
SFBC,0001541119
SFBS,0001430723
SFIX,0001576942
SFL,0001289877
SFNC,0000090498
SFST,0001090009
SG,0001477815
SGC,0000095574
SGHC,0001878057
SGHT,0001531177
SGRY,0001638833
SHAK,0001620533
SHBI,0001035092
SHEN,0000354963
SHLS,0001831651
SHO,0001295810
SHOO,0000913241
SI,0001699350
SIBN,0001459839
SIEB,0000065596
SIG,0000832988
SIGA,0001010086
SIGI,0000230557
SILA,0001567925
SION,0002036042
SITC,0000894315
SITM,0001451809
SKIL,0001774675
SKIN,0001818093
SKT,0000899715
SKWD,0001519449
SKY,0000090896
SKYH,0001823587
SKYT,0001819974
SKYW,0000793733
SKYX,0001598981
SLAB,0001038074
SLDB,0001707502
SLDE,0001886428
SLDP,0001844862
SLG,0001040971
SLND,0001883814
SLNO,0001484565
SLP,0001023459
SLQT,0001794783
SLS,0001390478
SLSN,0000883107
SLVM,0001856485
SM,0000893538
SMA,0001585389
SMBC,0000916907
SMBK,0001038773
SMC,0002024218
SMHI,0001690334
SMID,0000924719
SMP,0000093389
SMPL,0001702744
SMR,0001822966
SMTC,0000088941
SMTI,0000714256
SNBR,0000827187
SNCY,0001743907
SNDA,0001043000
SNDX,0001395937
SNEX,0000913760
SNFCA,0000318673
SNWV,0001417663
SOC,0001831481
SONO,0001314727
SOUN,0001840856
SPB,0000109177
SPFI,0001163668
SPHR,0001795250
SPIR,0001816017
SPNT,0001576018
SPOK,0001289945
SPRY,0001671858
SPSC,0001092699
SPT,0001517375
SPWR,0001838987
SPXC,0000088205
SR,0001126956
SRBK,0001951276
SRCE,0000034782
SRRK,0001727196
SRTA,0001779128
SSP,0000832428
SSRM,0000921638
SSTI,0001351636
SSTK,0001549346
STAA,0000718937
STBA,0000719220
STC,0000094344
STEL,0001473844
STEP,0001796022
STGW,0000876883
STIM,0001227636
STNE,0001745431
STNG,0001483934
STOK,0001623526
STRA,0001013934
STRL,0000874238
STRS,0000885508
STRT,0000933034
STRW,0001782430
STRZ,0000929351
STXS,0001289340
SUNS,0002012706
SUPN,0001356576
SVC,0000945394
SVCO,0001943289
SVRA,0001160308
SVV,0001883313
SWBI,0001092796
SWIM,0001833197
SWX,0001692115
SXC,0001514705
SXI,0000310354
SXT,0000310142
SYBT,0000835324
SYNA,0000817720
SYRE,0001636282
TALK,0001803901
TALO,0001724965
TARA,0001359931
TARS,0001819790
TBBK,0001295401
TBCH,0001493761
TBI,0000768899
TBPH,0001583107
TBRG,0001169445
TCBI,0001077428
TCBK,0000356171
TCBX,0001781730
TCI,0000733590
TCMD,0001027838
TCX,0000909494
TDAY,0001579684
TDOC,0001477449
TDS,0001051512
TDUP,0001484778
TDW,0000098222
TE,0001992243
TEAD,0001454938
TECX,0001681087
TENB,0001660280
TERN,0001831363
TEX,0000097216
TFIN,0001539638
TG,0000850429
TGLS,0001534675
TGTX,0001001316
TH,0001712189
THFF,0000714562
THR,0001489096
THRD,
THRM,0000903129
THRY,0001556739
TIC,0002032966
TILE,0000715787
TIPT,0001393726
TITN,0001409171
TK,0000911971
TKNO,0001850902
TLS,0000320121
TLSI,0001826667
TMCI,0001630627
TMDX,0001756262
TMHC,0001562476
TMP,0001005817
TNC,0000097134
TNDM,0001438133
TNET,0000937098
TNGX,0001819133
TNK,0001419945
TNXP,0001430306
TOI,0001799191
TOWN,0001434111
TPB,0001290677
TPC,0000077543
TPH,0001561680
TR,0000098677
TRAK,0000050471
TRAX,0002091349
TRC,0000096869
TRDA,0001689375
TREE,0001434621
TRIP,0001526520
TRMK,0000036146
TRN,0000099780
TRNO,0001476150
TRNS,0000099302
TROX,0001530804
TRS,0000842633
TRST,0000357301
TRTX,0001630472
TRUP,0001371285
TRVI,0001563880
TSBK,0001046050
TSEOF,0001519061
TSHA,0001806310
TSSI,0001320760
TTAM,0002035304
TTEC,0001013880
TTGT,0002018064
TTI,0000844965
TTMI,0001116942
TUSK,0001679268
TVGN,0001860871
TVRD,0001346830
TVTX,0001438533
TWI,0000899751
TWO,0001465740
TWST,0001581280
TXG,0001770787
TXNM,0001108426
TYRA,0001863127
TZOO,0001133311
UAMY,0000101538
UBSI,0000729986
UCB,0000857855
UCTT,0001275014
UDMY,0001607939
UE,0001611547
UEC,0001334933
UFCS,0000101199
UFPI,0000912767
UFPT,0000914156
UHT,0000798783
UIS,0000746838
ULCC,0001670076
ULH,0001308208
UMBF,0000101382
UMH,0000752642
UNB,0000706863
UNF,0000717954
UNFI,0001020859
UNIT,0002020795
UNTY,0000920427
UPB,0002022626
UPBD,0000933036
UPST,0001647639
UPWK,0001627475
URBN,0000912615
URGN,0001668243
USAR,0001970622
USAU,0000027093
USCB,0001901637
USGO,0001947244
USLM,0000082020
USNA,0000896264
USPH,0000885978
UTI,0001261654
UTL,0000755001
UTMD,0000706698
UTZ,0001739566
UUUU,0001385849
UVE,0000891166
UVSP,0000102212
UVV,0000102037
VABK,0001572334
VAC,0001524358
VAL,0000314808
VALU,0000717720
VC,0001111335
VCEL,0000887359
VCTR,0001570827
VCYT,0001384101
VECO,0000103145
VEL,0001692376
VERA,0001831828
VERX,0001806837
VGAS,0001841425
VHI,0000059255
VIA,0001603015
VIAV,0000912093
VICR,0000751978
VIR,0001706431
VIRC,0000751365
VISN,0001517228
VITL,0001579733
VLGEA,0000103595
VLY,0000714310
VMD,0001729149
VNDA,0001347178
VOXR,0001907909
VOYG,0001788060
VPG,0001487952
VRDN,0001590750
VRE,0000924901
VREX,0001681622
VRM,0001580864
VRNS,0001361113
VRRM,0001682745
VRTS,0000883237
VSAT,0000797721
VSCO,0001856437
VSEC,0000102752
VSH,0000103730
VSTM,0001526119
VSTS,0001967649
VTEX,0001793663
VTOL,0001525221
VTS,0001944558
VUZI,0001463972
VVX,0001601548
VYGR,0001640266
VYX,0000070866
WABC,0000311094
WAFD,0000936528
WALD,0001840199
WASH,0000737468
WAY,0001990354
WBTN,0001997859
WD,0001497770
WDFC,0000105132
WEAV,0001609151
WERN,0000793074
WEST,0001806347
WEYS,0000106532
WGO,0000107687
WGS,0001818331
WHD,0001699136
WHG,0001165002
WINA,0000908315
WK,0001445305
WKC,0000789460
WLDN,0001370450
WLFC,0001018164
WLTH,0001524566
WLY,0000107140
WMK,0000105418
WNC,0000879526
WNEB,0001157647
WOOF,0001826470
WOR,0000108516
WRBY,0001504776
WRLD,0000108385
WS,0001968487
WSBC,0000203596
WSBF,0001569994
WSFS,0000828944
WSR,0001175535
WT,0000880631
WTBA,0001166928
WTI,0001288403
WTS,0000795403
WTTR,0001693256
WULF,0001083301
WVE,0001631574
WWW,0000110471
WYFI,0002042022
XENE,0001582313
XERS,0001867096
XHR,0001616000
XMTR,0001657573
XNCR,0001326732
XOMA,0000791908
XPEL,0001767258
XPER,0001788999
XPOF,0001802156
XPRO,0001575828
XRN,0001533615
XRX,0001770450
XZO,0001873951
YELP,0001345016
YEXT,0001614178
YORW,0000108985
YOU,0001856314
YSS,0002086587
ZBIO,0001953926
ZD,0001084048
ZETA,0001851003
ZGN,0001877787
ZIP,0001617553
ZUMZ,0001318008
ZVIA,0001854139
ZVRA,0001434647
ZWS,0001439288
ZYME,0001937653
