Ticker,Company Name,CEO Name,Start Date,End Date,Source,Validation URL
BBT,Beacon Financial Corp,Rheo A. Brouillard,2019-05-30,2020-08-10,8-K,https://www.sec.gov/Archives/edgar/data/1108134/000094337419000261/form8k_053019.htm
BBT,Beacon Financial Corp,Sean Gray,2020-08-10,2021-01-29,8-K,https://www.sec.gov/Archives/edgar/data/1108134/000094337420000430/form8k_081020.htm
BBT,Beacon Financial Corp,Nitin J. Mhatre,2021-01-29,2024-12-16,8-K,https://www.sec.gov/Archives/edgar/data/1108134/000094337421000043/form8k_012121.htm
BBT,Beacon Financial Corp,Paul A. Perrault,2025-09-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1108134/000110465925086043/tm2524397d1_8k.htm
BBUC,Brookfield Business Corp,Cyrus Madon,,,SEC Filing,https://www.sec.gov/Archives/edgar/data/1654795/000162828026022148/bbu-20251231.htm
BBUC,Brookfield Business Corp,Anuj Ranjan,,Present,SEC Filing,https://www.sec.gov/Archives/edgar/data/1654795/000162828024008228/bbu-20231231.htm
BBW,BUILD-A-BEAR WORKSHOP INC,Sharon John,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1113809/000143774926013976/bbw20260427_def14a.htm
BCAL,California BanCorp \ CA,David I. Rainer,2018-01-01,2024-07-31,8-K,https://www.sec.gov/Archives/edgar/data/1795815/000149315224029764/form8-k.htm
BCAL,California BanCorp \ CA,Steven E. Shelton,2024-07-31,2025-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1795815/000149315226000728/form8-k.htm
BCAX,Bicara Therapeutics Inc.,Claire Mazumdar,2020-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/2023658/000202365825000027/bcax-20250425.htm
BCBP,BCB BANCORP INC,Donald Mindiak,2010-07-06,2014-08-04,8-K,https://www.sec.gov/Archives/edgar/data/1228454/000094337412000262/form8k_051412.htm
BCBP,BCB BANCORP INC,Thomas Coughlin,2014-08-04,2023-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1228454/000094337414000344/form8k_6514.htm
BCBP,BCB BANCORP INC,Michael A. Shriner,2024-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1228454/000119312523300813/d471081d8k.htm
BCC,BOISE CASCADE Co,Thomas E. Carlile,2013-02-26,2015-03-06,8-K,https://www.sec.gov/Archives/edgar/data/1328581/000110465913016898/a13-6369_18k.htm
BCC,BOISE CASCADE Co,Thomas K. Corrick,2015-03-06,2020-03-06,8-K,https://www.sec.gov/Archives/edgar/data/1328581/000132858115000003/bcc8-k1815.htm
BCC,BOISE CASCADE Co,Nate Jorgensen,2020-03-06,2026-03-03,8-K,https://www.sec.gov/Archives/edgar/data/1328581/000132858120000002/bcc8-k2020ceotransition.htm
BCC,BOISE CASCADE Co,Jeff Strom,2026-03-03,Present,8-K,https://www.sec.gov/Archives/edgar/data/1328581/000132858125000090/bcc-20251201.htm
BCML,BayCom Corp,George J. Guarini,2004-01-01,2026-04-10,Annual filing,https://www.sec.gov/Archives/edgar/data/1730984/000173098425000031/bcml-20250617xdef14a.htm
BCML,BayCom Corp,"William J. Black, Jr.",2026-04-13,Present,8-K,https://www.sec.gov/Archives/edgar/data/1730984/000173098426000019/bcml-20260407x8k.htm
BCO,BRINKS CO,Mark Eubanks,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/78890/000110465926032745/tm261396-1_def14a.htm
BCPC,BALCHEM CORP,Dino A. Rossi,,2015-04-28,8-K,https://www.sec.gov/Archives/edgar/data/9326/000114036115016622/form8k.htm
BCPC,BALCHEM CORP,Theodore L. Harris,2015-04-28,Present,8-K,https://www.sec.gov/Archives/edgar/data/9326/000114036115016622/form8k.htm
BCRX,BIOCRYST PHARMACEUTICALS INC,Charles E. Bugg,,2007-01-05,8-K,https://www.sec.gov/Archives/edgar/data/882796/000120677407000058/bp71943.htm
BCRX,BIOCRYST PHARMACEUTICALS INC,Jon P. Stonehouse,2007-01-05,2025-10-13,8-K,https://www.sec.gov/Archives/edgar/data/882796/000117184325004869/f8k_073125.htm
BCRX,BIOCRYST PHARMACEUTICALS INC,Jill C. Milne,2025-10-13,Present,8-K,https://www.sec.gov/Archives/edgar/data/882796/000114036125038031/ef20057029_8k.htm
BDC,BELDEN INC.,C. Baker Cunningham,,2005-10-31,8-K,https://www.sec.gov/Archives/edgar/data/913142/000095013705011713/c98699e8vk.txt
BDC,BELDEN INC.,John Stroup,2005-10-31,2020-05-21,8-K,https://www.sec.gov/Archives/edgar/data/913142/000091314220000020/bdc-20200520.htm
BDC,BELDEN INC.,Roel Vestjens,2020-05-21,2023-02-22,8-K,https://www.sec.gov/Archives/edgar/data/913142/000091314223000006/bdc-20230222.htm
BDC,BELDEN INC.,Ashish Chand,2023-02-23,Present,8-K,https://www.sec.gov/Archives/edgar/data/913142/000091314223000006/bdc-20230222.htm
BDN,BRANDYWINE REALTY TRUST,Gerard H. Sweeney,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/790816/000095017025050902/bdn-20250404.htm
BE,Bloom Energy Corp,KR Sridhar,2002-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1664703/000162828024013081/be-20240326.htm
BEAM,Beam Therapeutics Inc.,John Evans,2017-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1745999/000119312526161512/beam-20260417.htm
BEEP,Mobile Infrastructure Corp,"Manuel Chavez, III",2021-08-01,2025-07-31,Annual filing,https://www.sec.gov/Archives/edgar/data/1847874/000164117225005838/formdef14a.htm
BEEP,Mobile Infrastructure Corp,Stephanie Hogue,2025-08-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1847874/000164117225015837/form8-k.htm
BELFA,BEL FUSE INC /NJ,Daniel Bernstein,2001-01-01,2022-08-01,Web search,https://www.sec.gov/Archives/edgar/data/729580/000143774925011721/belfusears.pdf
BELFA,BEL FUSE INC /NJ,Farouq Tuweiq,2025-02-07,Present,8-K,https://www.sec.gov/Archives/edgar/data/729580/000143774925018655/belfb20250527_8k.htm
BELFB,BEL FUSE INC /NJ,Daniel Bernstein,2001-05-01,2022-08-01,SEC Filing,https://www.sec.gov/Archives/edgar/data/729580/000143774925011718/belfb20250401_def14a.htm
BELFB,BEL FUSE INC /NJ,Farouq Tuweiq,2025-02-07,Present,8-K,https://www.sec.gov/Archives/edgar/data/729580/000143774925018655/belfb20250527_8k.htm
BETA,"BETA Technologies, Inc.",Kyle Clark,2018-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1784570/000114036126017861/ny20070564x1_def14a.htm
BETR,Better Home & Finance Holding Co,Thor Björgólfsson,,2023-08-28,8-K,https://www.sec.gov/Archives/edgar/data/1835856/000162828023030682/betr-20230822.htm
BETR,Better Home & Finance Holding Co,Vishal Garg,2023-08-28,Present,8-K,https://www.sec.gov/Archives/edgar/data/1835856/000162828023030682/betr-20230822.htm
BFC,Bank First Corp,Michael B. Molepske,2008-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1746109/000110465926048526/tm263190-2_def14a.htm
