Ticker,Company Name,CEO Name,Start Date,End Date,Source,Validation URL
ABG,ABG,Craig T. Monaghan,2011-02-09,2017-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1144980/000119312511030118/d8k.htm
ABG,ABG,David W. Hult,2018-01-01,2026-05-01,8-K,https://www.sec.gov/Archives/edgar/data/1144980/000114498017000119/a8-k.htm
ABG,ABG,Daniel E. Clara,2026-05-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1144980/000114498025000155/abg-20251208.htm
ABM,ABM,Henrik C. Slipsager,,2015-03-31,8-K,https://www.sec.gov/Archives/edgar/data/771497/000157104915000264/t1500089_8k.htm
ABM,ABM,Scott Salmirs,2015-03-31,Present,8-K,https://www.sec.gov/Archives/edgar/data/771497/000157104915000264/t1500089_8k.htm
ABR,ABR,Ivan Kaufman,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1253986/000162828024016807/abr-20240415.htm
ABSI,ABSI,Sean McClain,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1672688/000167268826000078/absi-20260422.htm
ABUS,ABUS,Mark J. Murray,2008-01-01,2019-06-23,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000117184319004042/f8k_061819.htm
ABUS,ABUS,William H. Collier,2019-06-24,2023-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000117184323006795/f8k_110723.htm
ABUS,ABUS,Michael J. McElhaugh,2024-01-01,2025-02-23,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000144702824000006/abus-20231231.htm
ABUS,ABUS,Lindsay Androski,2025-02-24,Present,8-K,https://www.sec.gov/Archives/edgar/data/1447028/000117184325001049/f8k_022525.htm
ABX,ABX,Jay Jackson,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1814287/000181428725000026/abl-20250428.htm
ACAD,ACAD,Uli Hacksell,,2015-03-11,8-K,https://www.sec.gov/Archives/edgar/data/1070494/000119312515087422/d887623d8k.htm
ACAD,ACAD,Stephen R. Davis,2015-03-11,2024-09-23,8-K,https://www.sec.gov/Archives/edgar/data/1070494/000119312515087422/d887623d8k.htm
ACAD,ACAD,Catherine Owen Adams,2024-09-23,Present,8-K,https://www.sec.gov/Archives/edgar/data/1070494/000119312524223726/d861822d8k.htm
ACCO,ACCO,David D. Campbell,,2008-10-22,8-K,https://www.sec.gov/Archives/edgar/data/712034/000091384908000589/f8k_102308.htm
ACCO,ACCO,Robert J. Keller,2008-10-22,2013-03-31,8-K,https://www.sec.gov/Archives/edgar/data/712034/000114420413002045/v332016_8-k.htm
ACCO,ACCO,Boris Elisman,2013-03-31,2023-10-01,8-K,https://www.sec.gov/Archives/edgar/data/712034/000095017023039942/acco-20230804.htm
ACCO,ACCO,Thomas W. Tedford,2023-10-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/712034/000095017023050739/acco-20230926.htm
ACEL,ACEL,A. Rubenstein,2019-11-20,2026-02-02,8-K,https://www.sec.gov/Archives/edgar/data/1698991/000119312519300390/d835322d8k.htm
ACH,ACH,"G. Gilmer Minor, III",,2005-07-01,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312505069583/d8k.htm
ACH,ACH,Craig R. Smith,2005-07-01,2014-09-01,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312505069583/d8k.htm
ACH,ACH,James L. Bierman,2014-09-01,2015-02-17,8-K,https://www.sec.gov/Archives/edgar/data/75252/000119312514283430/d765329d8k.htm
ACH,ACH,P. Cody Phipps,2017-05-05,2018-11-07,8-K,https://www.sec.gov/Archives/edgar/data/75252/000007525217000018/a8kfeb2017.htm
ACH,ACH,Robert C. Sledd,2018-11-07,2019-03-04,8-K,https://www.sec.gov/Archives/edgar/data/75252/000007525218000137/cp8k.htm
ACH,ACH,Edward A. Pesicka,2019-03-04,Present,8-K,https://www.sec.gov/Archives/edgar/data/75252/000007525219000024/pesickabylawsfeb198k.htm
ACHR,ACHR,Brett Adcock,,2022-04-13,8-K,https://www.sec.gov/Archives/edgar/data/1824502/000110465922046959/tm2212861d4_8k.htm
ACHR,ACHR,Adam Goldstein,2022-04-18,Present,8-K,https://www.sec.gov/Archives/edgar/data/1824502/000110465922046959/tm2212861d4_8k.htm
ACIC,ACIC,Donald J. Cronin,,2012-02-13,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152112000002/a17feb128k.htm
ACIC,ACIC,Melvin Russell,2012-02-13,2012-06-14,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152112000025/form8-k08jun12newceo.htm
ACIC,ACIC,John Forney,2012-06-14,2020-06-30,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152120000130/uihc-20200618.htm
ACIC,ACIC,R. Daniel Peed,2020-07-01,2025-02-11,8-K,https://www.sec.gov/Archives/edgar/data/1401521/000140152125000021/uihc-20250212.htm
ACIC,ACIC,B. Bradford Martz,2025-02-11,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1401521/000140152125000043/proxy-20250402.htm
ACIW,ACIW,Gregory D. Derkacht,,2005-03-08,8-K,https://www.sec.gov/Archives/edgar/data/935036/000093503605000022/annualmtng8k.txt
ACIW,ACIW,Philip G. Heasley,2005-03-08,2019-12-31,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312519287277/d801750d8k.htm
ACIW,ACIW,Craig Saks,2020-01-01,2020-03-09,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312519313885/d823536d8k.htm
ACIW,ACIW,Odilon Almeida,2020-03-09,2022-11-08,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312522279722/d405654d8k.htm
ACIW,ACIW,Thomas Warsop,2022-11-08,Present,8-K,https://www.sec.gov/Archives/edgar/data/935036/000119312523157316/d448585d8k.htm
ACLS,ACLS,Mary G. Puma,,2023-05-11,8-K,https://www.sec.gov/Archives/edgar/data/1113232/000110465923059495/tm2314798d1_8k.htm
ACLS,ACLS,Russell J. Low,2023-05-11,Present,8-K,https://www.sec.gov/Archives/edgar/data/1113232/000110465923059495/tm2314798d1_8k.htm
ACMR,ACMR,David H. Wang,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1680062/000162828026027358/acmr-2026proxystatements.htm
ACNB,ACNB,Guy F. Donaldson,,2005-03-22,8-K,https://www.sec.gov/Archives/edgar/data/715579/000113542805000219/acnb_8k.txt
ACNB,ACNB,John W. Krichten,2005-03-22,2005-04-28,8-K,https://www.sec.gov/Archives/edgar/data/715579/000110465906015973/a06-6797_18k.htm
ACNB,ACNB,Thomas A. Ritter,2005-04-28,2017-05-05,8-K,https://www.sec.gov/Archives/edgar/data/715579/000110465917004151/a17-3014_28k.htm
ACNB,ACNB,James P. Helt,2017-05-05,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/715579/000110465926036515/tm261884-7_def14a.htm
ACNT,ACNT,Ralph Matera,,2005-09-30,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595305000022/synl8k18aug05.htm
ACNT,ACNT,Ronald H. Braam,2006-01-01,2011-01-24,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595311000008/body.htm
ACNT,ACNT,Craig C. Bram,2011-01-24,2020-10-26,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595320000129/synl-20201023.htm
ACNT,ACNT,Christopher G. Hutter,2020-10-26,2024-02-10,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595324000002/acnt-20240209.htm
ACNT,ACNT,J. Bryan Kitchen,2024-02-10,Present,8-K,https://www.sec.gov/Archives/edgar/data/95953/000009595324000002/acnt-20240209.htm
ACR,ACR,Robert C. Lieber,,2020-07-31,8-K,https://www.sec.gov/Archives/edgar/data/1332551/000119312520208347/d946697d8k.htm
ACR,ACR,Mark S. Fogel,2020-07-31,2026-04-29,8-K,https://www.sec.gov/Archives/edgar/data/1332551/000119312520208347/d946697d8k.htm
ACR,ACR,Andrew Fentress,2026-04-29,Present,8-K,https://www.sec.gov/Archives/edgar/data/1332551/000119312526193833/acr-20260427.htm
ACRE,ACRE,"John B. Bartling, Jr.",,2013-06-01,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000110465913041606/a13-12478_18k.htm
ACRE,ACRE,Todd Schuster,2013-06-01,2015-08-26,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000110465915062618/a15-18762_18k.htm
ACRE,ACRE,John Jardine,2015-08-28,2017-10-31,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000152937717000066/a8k-appointmentofofficer.htm
ACRE,ACRE,James A. Henderson,2017-10-31,Present,8-K,https://www.sec.gov/Archives/edgar/data/1529377/000152937717000066/a8k-appointmentofofficer.htm
ACRS,ACRS,Douglas Manion,2023-01-01,2024-01-16,8-K,https://www.sec.gov/Archives/edgar/data/1557746/000110465923001858/tm232381d1_8k.htm
ACRS,ACRS,Neal Walker,2024-01-17,Present,8-K,https://www.sec.gov/Archives/edgar/data/1557746/000155837024000373/acrs-20240115x8k.htm
ACT,ACT,Rohit Gupta,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1823529/000182352926000098/act-20260325.htm
ACTG,ACTG,Paul R. Ryan,1997-01-01,2013-07-31,8-K,https://www.sec.gov/Archives/edgar/data/934549/000119312512009894/d281890d8k.htm
ACTG,ACTG,Matthew Vella,2013-08-01,2015-12-21,8-K,https://www.sec.gov/Archives/edgar/data/934549/000119312513283647/d564930d8k.htm
ACTG,ACTG,Marvin Key,2015-12-21,2017-04-19,8-K,https://www.sec.gov/Archives/edgar/data/934549/000093454915000074/vella_resignationx8k.htm
ACTG,ACTG,Clifford Press,2019-09-03,2022-10-31,8-K,https://www.sec.gov/Archives/edgar/data/934549/000093454919000048/a8-k_officerxappointmentsx.htm
ACTG,ACTG,Martin D. McNulty Jr.,2022-10-31,Present,8-K,https://www.sec.gov/Archives/edgar/data/934549/000110465922113094/tm2229255d1_8k.htm
ACTU,ACTU,Daniel M. Schmitt,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1652935/000168316826002691/actuate_def14a1.htm
ACU,ACU,Walter C. Johnsen,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/2098/000119312526129439/d57325ddef14a.htm
ACVA,ACVA,George Chamoun,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1637873/000119312526158987/d27393ddef14a.htm
ADAM,ADAM,David A. Akre,2008-01-18,2009-02-03,8-K,https://www.sec.gov/Archives/edgar/data/1273685/000114420408004082/v100755_8k.htm
ADAM,ADAM,Steven R. Mumma,2009-02-03,2022-01-01,8-K,https://www.sec.gov/Archives/edgar/data/1273685/000114420409005101/v138758_8-k.htm
ADAM,ADAM,Jason T. Serrano,2022-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1273685/000127368521000098/nymt-20211116.htm
ADEA,ADEA,Jon Kirchner,,2022-10-01,8-K,https://www.sec.gov/Archives/edgar/data/1803696/000119312522252733/d381655d8k.htm
ADEA,ADEA,Paul E. Davis,2022-10-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1803696/000119312526124075/adea-20260324.htm
ADMA,ADMA,Adam Grossman,2024-04-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1368514/000114036124010100/ef20022642_8k.htm
ADNT,ADNT,R. Bruce McDonald,2008-01-17,2018-06-11,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000167054117000008/form8kseveranceagreement.htm
ADNT,ADNT,Frederick A. Henderson,2018-06-11,2018-09-30,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000119312518188751/d606085d8k.htm
ADNT,ADNT,Douglas G. DelGrosso,2018-10-01,2023-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000119312518272289/d608330d8k.htm
ADNT,ADNT,Jerome J. Dorlack,2024-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1670541/000167054123000148/adnt-20231108.htm
ADPT,ADPT,Chad Robins,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1478320/000119312523126845/d425592ddef14a.htm
ADTN,ADTN,Mark C. Smith,,2005-09-10,8-K,https://www.sec.gov/Archives/edgar/data/926282/000119312505143958/d8k.htm
ADTN,ADTN,Wolfgang Protiva,2005-09-10,2022-08-31,8-K,https://www.sec.gov/Archives/edgar/data/926282/000095017022019126/adtn-20220715.htm
ADTN,ADTN,Christoph Glingener,2022-08-31,2005-09-01,8-K,https://www.sec.gov/Archives/edgar/data/926282/000119312523156741/d462466d8k.htm
ADTN,ADTN,Michael Foliano,2005-09-01,2005-09-10,8-K,https://www.sec.gov/Archives/edgar/data/926282/000119312522190213/d367038d8k.htm
ADTN,ADTN,Thomas R. Stanton,2005-09-10,Present,8-K,https://www.sec.gov/Archives/edgar/data/926282/000119312505143958/d8k.htm
ADUS,ADUS,Mark Heaney,,2016-01-18,8-K,https://www.sec.gov/Archives/edgar/data/1468328/000119312516435798/d128889d8k.htm
ADUS,ADUS,R. Dirk Allison,2016-01-18,Present,8-K,https://www.sec.gov/Archives/edgar/data/1468328/000119312516435798/d128889d8k.htm
ADV,ADV,Tanya Domier,2019-04-01,2022-04-01,8-K,https://www.sec.gov/Archives/edgar/data/1776661/000094787122000311/ss832426_8k.htm
ADV,ADV,Jill Griffin,2022-04-01,2023-01-16,8-K,https://www.sec.gov/Archives/edgar/data/1776661/000119312523010252/d413458d8k.htm
ADV,ADV,David Peacock,2023-02-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1776661/000119312523010252/d413458d8k.htm
AEHR,AEHR,Rhea J. Posedel,,2012-01-03,8-K,https://www.sec.gov/Archives/edgar/data/1040470/000104047012000005/e8k010912.txt
AEHR,AEHR,Gayn Erickson,2012-01-03,Present,8-K,https://www.sec.gov/Archives/edgar/data/1040470/000104047012000005/e8k010912.txt
AEIS,AEIS,Douglas S. Schatz,,2004-12-30,8-K,https://www.sec.gov/Archives/edgar/data/927003/000103570405000008/d21458e8vk.htm
AEIS,AEIS,Dr. Hans Georg Betz,2005-08-01,2008-03-29,8-K,https://www.sec.gov/Archives/edgar/data/927003/000095013405012881/d26760e8vk.htm
AEIS,AEIS,Dr. Garry Rogerson,2011-08-04,2014-05-27,8-K,https://www.sec.gov/Archives/edgar/data/927003/000095012311071629/c20774e8vk.htm
AEIS,AEIS,Yuval Wasserman,2014-10-01,2021-03-01,8-K,https://www.sec.gov/Archives/edgar/data/927003/000092700314000070/form8-kappointmentofofficer.htm
AEIS,AEIS,Stephen D. Kelley,2021-03-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/927003/000155837021000844/aeis-20210208x8k.htm
AEO,AEO,James V. O'Donnell,2002-12-01,2012-01-28,8-K,https://www.sec.gov/Archives/edgar/data/919012/000091901211000021/form8kceofinal.htm
AEO,AEO,Robert L. Hanson,2012-01-30,2014-01-22,8-K,https://www.sec.gov/Archives/edgar/data/919012/000091901211000021/form8kceofinal.htm
AEO,AEO,Jay L. Schottenstein,2014-01-22,Present,8-K,https://www.sec.gov/Archives/edgar/data/919012/000089882214000049/aeobody.htm
AESI,AESI,Ben M. Bud Brigham,,2024-03-06,8-K,https://www.sec.gov/Archives/edgar/data/1984060/000095017024026263/aesi-20240305.htm
AESI,AESI,Lance Langford,2024-03-06,2024-03-06,Annual filing,https://www.sec.gov/Archives/edgar/data/1984060/000114036125010959/ny20039271x1_def14a.htm
AESI,AESI,John Turner,2024-03-06,Present,8-K,https://www.sec.gov/Archives/edgar/data/1984060/000095017024026263/aesi-20240305.htm
AEVA,AEVA,Soroush Salehian Dardashti,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1789029/000114036126017859/aeva-20260618.htm
AEYE,AEYE,Nathaniel Bradley,,2015-04-24,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465915030474/a15-10000_18k.htm
AEYE,AEYE,Lonny Sternberg,2015-04-24,2015-11-04,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000114420419011679/tv515169_8k.htm
AEYE,AEYE,Todd Bankofier,2015-11-04,2019-01-01,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000114420415064013/v424231_8k.htm
AEYE,AEYE,Sean Bradley,2019-01-01,2020-03-23,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000114420419011679/tv515169_8k.htm
AEYE,AEYE,Heath Thompson,2020-03-23,2020-08-13,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465920027503/tm2011353d1_8k.htm
AEYE,AEYE,David Moradi,2020-08-13,Present,8-K,https://www.sec.gov/Archives/edgar/data/1362190/000110465920096573/tm2028872d1_8k.htm
AGIO,AGIO,David P. Schenkein,,2019-02-01,8-K,https://www.sec.gov/Archives/edgar/data/1439222/000119312518266635/d621128d8k.htm
AGIO,AGIO,Jacqualyn A. Fouse,2019-02-01,2022-08-08,8-K,https://www.sec.gov/Archives/edgar/data/1439222/000119312518266635/d621128d8k.htm
AGIO,AGIO,Brian Goff,2022-08-08,Present,8-K,https://www.sec.gov/Archives/edgar/data/1439222/000119312522192006/d267394d8k.htm
AGL,AGL,Steven J. Sell,,2025-07-29,8-K,https://www.sec.gov/Archives/edgar/data/1831097/000162828025037426/agl-20250729.htm
AGL,AGL,Tim O'Rourke,2026-05-07,Present,8-K,https://www.sec.gov/Archives/edgar/data/1831097/000162828026027512/agl-20260424.htm
AGM,AGM,Henry D. Edelman,,2008-09-30,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587708000054/form8k.htm
AGM,AGM,Michael A. Gerber,2008-09-30,2012-10-03,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587712000146/a20121003ceotransition.htm
AGM,AGM,Timothy L. Buzby,2012-10-03,2017-12-07,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587717000167/a201712078-k1.htm
AGM,AGM,Lowell L. Junkins,2017-12-07,2018-10-15,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587718000177/a20181102formeractingceoco.htm
AGM,AGM,Bradford T. Nordholm,2018-10-15,2025-09-30,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587725000244/agm-20250925.htm
AGM,AGM,Zachary N. Carpenter,2025-09-30,Present,8-K,https://www.sec.gov/Archives/edgar/data/845877/000084587725000244/agm-20250925.htm
AGX,AGX,Rainer Bosselmann,2006-04-10,2008-09-03,8-K,https://www.sec.gov/Archives/edgar/data/100591/000114420406014731/v040229_8k.txt
AGX,AGX,"William F. Griffin, Jr.",2008-09-03,2019-11-15,8-K,https://www.sec.gov/Archives/edgar/data/100591/000114420408051430/v125717_8k.htm
AGX,AGX,Charles Collins IV,2019-11-15,2022-08-16,8-K,https://www.sec.gov/Archives/edgar/data/100591/000110465919064759/a19-23055_18k.htm
AGX,AGX,David H. Watson,2022-08-16,Present,8-K,https://www.sec.gov/Archives/edgar/data/100591/000155837022013789/agx-20220816x8k.htm
AGYS,AGYS,Arthur Rhein,,2008-10-20,8-K,https://www.sec.gov/Archives/edgar/data/78749/000095015208008205/l34221ae8vk.htm
AGYS,AGYS,Dana Jones,2008-10-20,2008-10-20,Annual filing,https://www.sec.gov/Archives/edgar/data/78749/000156459021038778/agys-10ka_20210331.htm
AGYS,AGYS,Martin F. Ellis,2008-10-20,2011-05-31,8-K,https://www.sec.gov/Archives/edgar/data/78749/000095015208009461/l34616ae8vk.htm
AGYS,AGYS,James H. Dennedy,2011-05-31,2017-01-02,8-K,https://www.sec.gov/Archives/edgar/data/78749/000119312511154916/d8k.htm
AGYS,AGYS,Ramesh Srinivasan,2017-01-03,Present,8-K,https://www.sec.gov/Archives/edgar/data/78749/000119312517004622/d286118d8k.htm
AHCO,AHCO,Stephen Griggs,2021-02-02,2023-06-30,8-K,https://www.sec.gov/Archives/edgar/data/1725255/000110465921010572/tm214387d1_8k.htm
AHCO,AHCO,Richard Barasch,2023-07-01,2023-09-01,8-K,https://www.sec.gov/Archives/edgar/data/1725255/000110465923096404/tm2325037d1_8k.htm
AHCO,AHCO,Crispin Teufel,2023-09-01,2024-05-20,8-K,https://www.sec.gov/Archives/edgar/data/1725255/000110465923075019/tm2319709d1_8k.htm
AHCO,AHCO,Suzanne Foster,2024-05-20,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1725255/000162828026027965/ahco-20260428.htm
AHR,AHR,Jeffrey T. Hanson,2015-01-01,2021-10-01,8-K,https://www.sec.gov/Archives/edgar/data/1632970/000163297021000095/gahr-20210930.htm
AHR,AHR,Danny Prosky,2021-10-01,2026-02-03,8-K,https://www.sec.gov/Archives/edgar/data/1632970/000119312526037696/ahr-20260203.htm
AHRT,AHRT,Louis S. Haddad,,2024-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1569187/000156918724000164/ahh-20241118.htm
AHRT,AHRT,Shawn J. Tibbetts,2025-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1569187/000156918724000164/ahh-20241118.htm
AI,AI,Thomas M. Siebel,,2025-07-21,8-K,https://www.sec.gov/Archives/edgar/data/1577526/000162828025035846/ai-20250721.htm
AI,AI,Stephen Ehikian,2025-09-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1577526/000157752625000026/ai-20250901.htm
AII,AII,Robert Ritchie,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/2007587/000200758726000043/aii-20260417.htm
AIN,AIN,Frank R. Schmeler,,2005-12-30,8-K,https://www.sec.gov/Archives/edgar/data/819793/000089109206000006/e23121_8k.txt
AIN,AIN,Joseph G. Morone,2006-01-01,2018-03-02,8-K,https://www.sec.gov/Archives/edgar/data/819793/000115752318000217/a51753545.htm
AIN,AIN,Olivier Jarrault,2018-03-02,2020-01-20,8-K,https://www.sec.gov/Archives/edgar/data/819793/000089109220000642/e8043-8k.htm
AIN,AIN,A. William Higgins,2020-01-20,2023-09-01,8-K,https://www.sec.gov/Archives/edgar/data/819793/000081979323000078/ain-20230821.htm
AIN,AIN,Gunnar Kleveland,2023-09-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/819793/000081979323000078/ain-20230821.htm
AIOT,AIOT,David Mahlab,,2020-01-31,8-K,https://www.sec.gov/Archives/edgar/data/1774170/000149315219019053/form8-k.htm
