Ticker,Company Name,CEO Name,Start Date,End Date,Source,Validation URL
GPC,GENUINE PARTS CO,Tom Gallagher,,2016-05-01,8-K,https://www.sec.gov/Archives/edgar/data/40987/000129993316002339/htm_53401.htm
GPC,GENUINE PARTS CO,Paul D. Donahue,2016-05-01,2024-06-03,8-K,https://www.sec.gov/Archives/edgar/data/40987/000129993316002339/htm_53401.htm
GPC,GENUINE PARTS CO,"William P. Stengel, II",2024-06-03,Present,8-K,https://www.sec.gov/Archives/edgar/data/40987/000119312524122648/d783989d8k.htm
GPN,GLOBAL PAYMENTS INC,Paul R. Garcia,2010-01-01,2013-10-01,8-K,https://www.sec.gov/Archives/edgar/data/1123360/000112336013000034/form8-k502october12013.htm
GPN,GLOBAL PAYMENTS INC,Jeffrey S. Sloan,2013-10-01,2019-09-20,8-K,https://www.sec.gov/Archives/edgar/data/1123360/000112336013000034/form8-k502october12013.htm
GPN,GLOBAL PAYMENTS INC,M. Troy Woods,2019-09-20,2023-06-01,8-K,https://www.sec.gov/Archives/edgar/data/1123360/000119312519250768/d801793d8k.htm
GPN,GLOBAL PAYMENTS INC,Cameron M. Bready,2023-06-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1123360/000119312523128698/d498180d8k.htm
GRMN,GARMIN LTD,Clifton A. Pemble,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1121788/000130817926000318/grmn015328-def14a.htm
GS,GOLDMAN SACHS GROUP INC,"Henry M. Paulson, Jr.",,2006-06-02,8-K,https://www.sec.gov/Archives/edgar/data/886982/000095012306007325/y21951e8vk.htm
GS,GOLDMAN SACHS GROUP INC,Lloyd C. Blankfein,2006-06-02,2018-09-30,8-K,https://www.sec.gov/Archives/edgar/data/886982/000119312518219704/d513408d8k.htm
GS,GOLDMAN SACHS GROUP INC,David M. Solomon,2018-10-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/886982/000119312518219704/d513408d8k.htm
GWW,"W.W. GRAINGER, INC.",Richard L. Keyser,,2008-06-01,8-K,https://www.sec.gov/Archives/edgar/data/277135/000027713508000010/form8k03312008.htm
GWW,"W.W. GRAINGER, INC.",James T. Ryan,2008-06-01,2016-10-01,8-K,https://www.sec.gov/Archives/edgar/data/277135/000027713508000010/form8k03312008.htm
GWW,"W.W. GRAINGER, INC.",Donald G. Macpherson,2016-10-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/277135/000110465916137921/a16-15974_18k.htm
HAL,HALLIBURTON CO,David J. Lesar,2000-01-01,2017-06-01,Wikipedia,https://en.wikipedia.org/wiki/Halliburton
HAL,HALLIBURTON CO,Jeffrey A. Miller,2017-06-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/45012/000004501217000117/8kexecutiveagreement_miller.htm
HAS,"HASBRO, INC.",Christian P. Cocks,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/46080/000119312526160426/d36474ddef14a.htm
HBAN,HUNTINGTON BANCSHARES INC /MD/,Thomas E. Hoaglin,1998-01-01,2007-07-01,8-K,https://www.sec.gov/Archives/edgar/data/49196/000129993307003961/htm_21224.htm
HBAN,HUNTINGTON BANCSHARES INC /MD/,Marty E. Adams,2007-07-01,2009-01-14,8-K,https://www.sec.gov/Archives/edgar/data/49196/000129993307003794/htm_21056.htm
HBAN,HUNTINGTON BANCSHARES INC /MD/,Stephen D. Steinour,2009-01-14,Present,8-K,https://www.sec.gov/Archives/edgar/data/49196/000129993309000300/htm_30889.htm
HCA,"HCA Healthcare, Inc.","Jack O. Bovender, Jr.",,2008-12-31,8-K,https://www.sec.gov/Archives/edgar/data/860730/000095014408007379/g15249e8vk.htm
HCA,"HCA Healthcare, Inc.",Richard M. Bracken,2009-01-01,2013-12-31,8-K,https://www.sec.gov/Archives/edgar/data/860730/000119312513312813/d577195d8k.htm
HCA,"HCA Healthcare, Inc.",R. Milton Johnson,2014-01-01,2018-12-31,8-K,https://www.sec.gov/Archives/edgar/data/860730/000119312518271892/d604703d8k.htm
HCA,"HCA Healthcare, Inc.",Samuel N. Hazen,2019-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/860730/000119312518356414/d677664d8k.htm
HD,"HOME DEPOT, INC.",Robert Nardelli,2000-01-01,2007-01-02,8-K,https://www.sec.gov/Archives/edgar/data/354950/000089882207000014/final8k.htm
HD,"HOME DEPOT, INC.",Frank Blake,2007-01-02,2014-11-01,8-K,https://www.sec.gov/Archives/edgar/data/354950/000035495014000030/hd_8kx08212014.htm
HD,"HOME DEPOT, INC.",Craig A. Menear,2014-11-01,2022-03-01,8-K,https://www.sec.gov/Archives/edgar/data/354950/000035495022000003/hd-20220124.htm
HD,"HOME DEPOT, INC.",Edward P. Decker,2022-03-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/354950/000035495022000053/hd-20220124.htm
HIG,"HARTFORD INSURANCE GROUP, INC.",Christopher J. Swift,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/874766/000087476626000025/hig-20260409.htm
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",C. Michael Petters,2011-01-01,2022-03-01,8-K,https://www.sec.gov/Archives/edgar/data/1501585/000119312522065623/d198358d8k.htm
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Christopher D. Kastner,2022-03-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1501585/000119312522023552/d292072d8k.htm
HLT,Hilton Worldwide Holdings Inc.,Christopher J. Nassetta,2007-12-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000023/hlt-20260401.htm
HON,HONEYWELL INTERNATIONAL INC,Vimal Kapur,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/773840/000077384026000029/hon-20260409.htm
HOOD,"Robinhood Markets, Inc.",Vladimir Tenev,2013-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000053/hood-20260422.htm
HPE,Hewlett Packard Enterprise Co,Margaret C. Whitman,2015-11-01,2017-08-31,8-K,https://www.sec.gov/Archives/edgar/data/1645590/000119312515368376/d98001d8k.htm
HPE,Hewlett Packard Enterprise Co,Chris Hsu,2017-08-31,2018-02-01,8-K,https://www.sec.gov/Archives/edgar/data/1645590/000162828017000254/hpe-01172017x8xk.htm
HPE,Hewlett Packard Enterprise Co,Antonio Neri,2018-02-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1645590/000164559017000006/hpe-q4fy2017x8k.htm
HPQ,HP INC,Bruce Broussard,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/47217/000004721726000015/hpq-20260225.htm
HRL,HORMEL FOODS CORP /DE/,Joel W. Johnson,,2006-01-01,8-K,https://www.sec.gov/Archives/edgar/data/48465/000110465905046533/a05-16978_18k.htm
HRL,HORMEL FOODS CORP /DE/,Jeffrey M. Ettinger,2006-01-01,2016-10-31,8-K,https://www.sec.gov/Archives/edgar/data/48465/000110465905046533/a05-16978_18k.htm
HRL,HORMEL FOODS CORP /DE/,James P. Snee,2016-10-31,2025-10-26,8-K,https://www.sec.gov/Archives/edgar/data/48465/000110465916143250/a16-17989_18k.htm
HSIC,HENRY SCHEIN INC,Stanley M. Bergman,2011-01-01,2026-03-02,8-K,https://www.sec.gov/Archives/edgar/data/1000228/000119312525330853/d54755d8k.htm
HSIC,HENRY SCHEIN INC,Frederick M. Lowery,2026-03-02,Present,8-K,https://www.sec.gov/Archives/edgar/data/1000228/000119312526009725/d52378d8k.htm
HST,"HOST HOTELS & RESORTS, INC.",Christopher J. Nassetta,,2007-10-29,8-K,https://www.sec.gov/Archives/edgar/data/1070750/000119312507228391/d8k.htm
HST,"HOST HOTELS & RESORTS, INC.",W. Edward Walter,2007-10-29,2016-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1070750/000119312516795503/d283233d8k.htm
HST,"HOST HOTELS & RESORTS, INC.",James F. Risoleo,2017-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1070750/000119312517012452/d287576d8k.htm
HSY,HERSHEY CO,Richard H. Lenny,,2007-12-01,8-K,https://www.sec.gov/Archives/edgar/data/47111/000004711107000229/f8k_rhl-retirement.htm
HSY,HERSHEY CO,David J. West,2007-12-01,2011-05-17,8-K,https://www.sec.gov/Archives/edgar/data/47111/000004711108000071/f8k_02152008.htm
HSY,HERSHEY CO,John P. Bilbrey,2011-05-17,2017-03-01,8-K,https://www.sec.gov/Archives/edgar/data/47111/000004711111000045/f8k_05182011.htm
HSY,HERSHEY CO,Michele G. Buck,2017-03-01,2025-08-18,8-K,https://www.sec.gov/Archives/edgar/data/47111/000004711116000138/form8-k_12212016.htm
HSY,HERSHEY CO,Kirk Tanner,2025-08-18,Present,8-K,https://www.sec.gov/Archives/edgar/data/47111/000004711125000095/hsy-20250706.htm
HUBB,HUBBELL INC,Timothy H. Powers,,2013-01-01,8-K,https://www.sec.gov/Archives/edgar/data/48898/000129993312002720/htm_46611.htm
HUBB,HUBBELL INC,David G. Nord,2013-01-01,2016-01-26,8-K,https://www.sec.gov/Archives/edgar/data/48898/000129993312002720/htm_46611.htm
HUBB,HUBBELL INC,Judith F. Marks,2016-01-26,2020-10-01,8-K,https://www.sec.gov/Archives/edgar/data/48898/000129993316001974/htm_53036.htm
HUBB,HUBBELL INC,Gerben W. Bakker,2020-10-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/48898/000119312520243187/d42373d8k.htm
HUM,HUMANA INC,Michael B. McCallister,,2012-12-31,8-K,https://www.sec.gov/Archives/edgar/data/49071/000115752312005717/a50465203.htm
HUM,HUMANA INC,Bruce D. Broussard,2013-01-01,2024-07-01,8-K,https://www.sec.gov/Archives/edgar/data/49071/000115752312005717/a50465203.htm
HUM,HUMANA INC,James A. Rechtin,2024-07-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/49071/000004907123000058/hum-20231009.htm
HWM,Howmet Aerospace Inc.,Alain J. P. Belda,2007-01-19,2007-10-01,8-K,https://www.sec.gov/Archives/edgar/data/4281/000119312507009292/d8k.htm
HWM,Howmet Aerospace Inc.,Klaus Kleinfeld,2007-10-01,2016-09-29,8-K,https://www.sec.gov/Archives/edgar/data/4281/000119312507183773/d8k.htm
HWM,Howmet Aerospace Inc.,Roy C. Harvey,2016-09-29,2017-04-13,8-K,https://www.sec.gov/Archives/edgar/data/4281/000119312516731663/d249430d8k.htm
HWM,Howmet Aerospace Inc.,David P. Hess,2017-04-13,2018-01-15,8-K,https://www.sec.gov/Archives/edgar/data/4281/000119312517127478/d380157d8k.htm
HWM,Howmet Aerospace Inc.,Charles P. Blankenship,2018-01-15,2019-02-06,8-K,https://www.sec.gov/Archives/edgar/data/4281/000114420417053603/tv477513_8k.htm
HWM,Howmet Aerospace Inc.,John C. Plant,2019-02-06,2020-04-06,8-K,https://www.sec.gov/Archives/edgar/data/4281/000114420419005356/tv512627_8k.htm
HWM,Howmet Aerospace Inc.,Tolga Oal,2020-04-06,2021-10-14,8-K,https://www.sec.gov/Archives/edgar/data/4281/000110465920043824/tm2015094d1_8k.htm
IBKR,"Interactive Brokers Group, Inc.",Thomas Peterffy,,2019-07-01,8-K,https://www.sec.gov/Archives/edgar/data/1381197/000138119719000002/ibkr-20190107x8k.htm
IBKR,"Interactive Brokers Group, Inc.",Milan Galik,2019-07-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/1381197/000138119719000011/ibkr-20190128x8k.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,Samuel J. Palmisano,2002-01-01,2012-01-01,Web search,https://en.wikipedia.org/wiki/Samuel_J._Palmisano
IBM,INTERNATIONAL BUSINESS MACHINES CORP,Virginia M. Rometty,2012-01-01,2020-04-06,8-K,https://www.sec.gov/Archives/edgar/data/51143/000110465911057994/a11-28354_28k.htm
IBM,INTERNATIONAL BUSINESS MACHINES CORP,Arvind Krishna,2020-04-06,Present,8-K,https://www.sec.gov/Archives/edgar/data/51143/000110465920008982/tm205825-2_8k.htm
ICE,"Intercontinental Exchange, Inc.",Jeffrey C. Sprecher,2000-01-01,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1571949/000119312526134700/ice-20260330.htm
IDXX,IDEXX LABORATORIES INC /DE,Jonathan Ayers,2002-01-22,2019-06-27,8-K,https://www.sec.gov/Archives/edgar/data/874716/000110465919055983/tm19207851_8k.htm
IDXX,IDEXX LABORATORIES INC /DE,Jay Mazelsky,2019-06-28,2026-05-12,8-K,https://www.sec.gov/Archives/edgar/data/874716/000114420419033248/tv524627_8k.htm
IDXX,IDEXX LABORATORIES INC /DE,Michael Erickson,2026-05-12,Present,8-K,https://www.sec.gov/Archives/edgar/data/874716/000110465926003103/tm262817d1_8k.htm
IEX,IDEX CORP /DE/,Eric D. Ashleman,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/832101/000083210126000003/iex-20251231.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,Richard A. Goldstein,,2006-05-09,8-K,https://www.sec.gov/Archives/edgar/data/51253/000121465906000069/d11761f8k.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,Arthur C. Martinez,2006-05-09,2006-07-01,8-K,https://www.sec.gov/Archives/edgar/data/51253/000121465906001021/m85618k.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,Robert M. Amen,2006-07-01,2009-09-30,8-K,https://www.sec.gov/Archives/edgar/data/51253/000121465906001365/a627608k.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,Douglas D. Tough,2010-03-01,2014-09-01,8-K,https://www.sec.gov/Archives/edgar/data/51253/000121465910000466/c2161028k.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,Andreas Fibig,2014-09-01,2022-02-14,8-K,https://www.sec.gov/Archives/edgar/data/51253/000119312514213788/d733936d8k.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,"Franklin K. Clyburn, Jr.",2022-02-14,2024-02-06,8-K,https://www.sec.gov/Archives/edgar/data/51253/000119312522012884/d272955d8k.htm
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,J. Erik Fyrwald,2024-02-06,Present,8-K,https://www.sec.gov/Archives/edgar/data/51253/000119312524006619/d712376d8k.htm
INCY,INCYTE CORP,Paul A. Friedman,,2014-01-13,8-K,https://www.sec.gov/Archives/edgar/data/879169/000110465914002052/a14-3316_18k.htm
INCY,INCYTE CORP,Hervé Hoppenot,2014-01-13,2025-06-26,8-K,https://www.sec.gov/Archives/edgar/data/879169/000110465914002052/a14-3316_18k.htm
INCY,INCYTE CORP,William J. Meury,2025-06-26,Present,8-K,https://www.sec.gov/Archives/edgar/data/879169/000110465925063675/tm2519327d1_8k.htm
INTC,INTEL CORP,Craig R. Barrett,1998-01-01,2005-05-01,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086304000234/amendtest.txt
INTC,INTEL CORP,Paul S. Otellini,2005-05-01,2013-05-16,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086313000046/form8k.htm
INTC,INTEL CORP,Brian M. Krzanich,2013-05-16,2018-06-20,8-K,https://www.sec.gov/Archives/edgar/data/50863/000119312518199045/d598882d8k.htm
INTC,INTEL CORP,Robert H. Swan,2018-06-20,2021-02-15,8-K,https://www.sec.gov/Archives/edgar/data/50863/000119312521009142/d82915d8k.htm
INTC,INTEL CORP,Patrick Gelsinger,2021-02-15,2024-12-01,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086324000173/intc-20241201.htm
INTC,INTEL CORP,Michelle Johnston Holthaus,2024-12-01,2025-03-18,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086325000024/intc-20250228.htm
INTC,INTEL CORP,Lip-Bu Tan,2025-03-18,Present,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086325000037/intc-20241201.htm
INTU,INTUIT INC.,Stephen M. Bennett,2000-01-01,2008-01-01,8-K,https://www.sec.gov/Archives/edgar/data/896878/000095012309047701/f53665e8vk.htm
INTU,INTUIT INC.,Brad D. Smith,2008-01-01,2019-01-01,8-K,https://www.sec.gov/Archives/edgar/data/896878/000089687818000162/fy18q4earnings8-kshell.htm
INTU,INTUIT INC.,Sasan Goodarzi,2019-01-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/896878/000089687818000207/a8-kshell110518.htm
INVH,Invitation Homes Inc.,John B. Bartling Jr.,2016-01-01,2017-09-19,8-K,https://www.sec.gov/Archives/edgar/data/1687229/000119312517348234/d494074d8k.htm
INVH,Invitation Homes Inc.,Frederick C. Tuomi,2017-09-19,2018-08-27,8-K,https://www.sec.gov/Archives/edgar/data/1687229/000119312517288496/d447243d8k.htm
INVH,Invitation Homes Inc.,Dallas B. Tanner,2018-08-27,Present,8-K,https://www.sec.gov/Archives/edgar/data/1687229/000119312518258168/d606190d8k.htm
IP,INTERNATIONAL PAPER CO /NEW/,Lynn Laverty Elsenhans,,2012-03-01,8-K,https://www.sec.gov/Archives/edgar/data/51434/000119312512105822/d315407d8k.htm
IP,INTERNATIONAL PAPER CO /NEW/,John V. Faraci,2012-03-01,2014-10-31,8-K,https://www.sec.gov/Archives/edgar/data/51434/000119312514337478/d786302d8k.htm
IP,INTERNATIONAL PAPER CO /NEW/,Mark S. Sutton,2014-11-01,2024-05-01,8-K,https://www.sec.gov/Archives/edgar/data/51434/000119312524070875/d807996d8k.htm
IP,INTERNATIONAL PAPER CO /NEW/,Andrew K. Silvernail,2024-05-01,Present,8-K,https://www.sec.gov/Archives/edgar/data/51434/000119312524140534/d813310d8k.htm
IQV,IQVIA HOLDINGS INC.,John Ratliff,,2013-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1478242/000119312514048293/d675283d8k.htm
IQV,IQVIA HOLDINGS INC.,Thomas H. Pike,2013-12-31,2016-10-03,8-K,https://www.sec.gov/Archives/edgar/data/1478242/000119312516728752/d266940d8k.htm
IQV,IQVIA HOLDINGS INC.,Dennis B. Gillings,2016-10-03,2015-12-31,8-K,https://www.sec.gov/Archives/edgar/data/1478242/000119312515368536/d92231d8k.htm
IQV,IQVIA HOLDINGS INC.,Kevin K. Gordon,2015-12-31,2016-08-29,8-K,https://www.sec.gov/Archives/edgar/data/1478242/000115752316006620/a51409357.htm
IQV,IQVIA HOLDINGS INC.,Ari Bousbib,2016-08-29,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1478242/000130817922000027/liqv2022_def14a.htm
IR,Ingersoll Rand Inc.,Vicente Reynal,,Present,Annual filing,https://www.sec.gov/Archives/edgar/data/1699150/000114036126016726/ny20063676x1_def14a.htm
