date,ticker,open,high,low,close,volume,_errors
2008-01-31,RCAT,1800.0,1800.0,0.0,1800.0,0,low below minimum: 0.0
2008-08-27,RCAT,0.0,1800.0,0.0,1800.0,1,open below minimum: 0.0; low below minimum: 0.0
2008-11-07,RCAT,1800.0,1800.0,0.0,1800.0,1,low below minimum: 0.0
2009-04-14,RCAT,1800.0,3600.0,0.0,3600.0,0,low below minimum: 0.0
2009-05-28,RCAT,0.0,1800.0,0.0,1800.0,0,open below minimum: 0.0; low below minimum: 0.0
2009-09-16,RCAT,1800.0,1800.0,0.0,1800.0,0,low below minimum: 0.0
2009-11-30,RCAT,1800.0,1800.0,0.0,1800.0,1,low below minimum: 0.0
2010-01-05,RCAT,3600.0,7200.0,0.0,3600.0,1,low below minimum: 0.0
2012-12-28,RCAT,0.0,5400.0,0.0,5400.0,0,open below minimum: 0.0; low below minimum: 0.0
