date,ticker,open,high,low,close,volume,_errors
2021-10-08,DEC,0.0,0.0,0.0,0.0,12800,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-11,DEC,0.0,0.0,0.0,0.0,51500,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-12,DEC,0.0,0.0,0.0,0.0,801900,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-13,DEC,0.0,0.0,0.0,0.0,129400,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-14,DEC,0.0,0.0,0.0,0.0,66400,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-15,DEC,0.0,0.0,0.0,0.0,37300,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-18,DEC,0.0,0.0,0.0,0.0,26300,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-19,DEC,0.0,0.0,0.0,0.0,55100,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-20,DEC,0.0,0.0,0.0,0.0,33100,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-21,DEC,0.0,0.0,0.0,0.0,13800,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-22,DEC,0.0,0.0,0.0,0.0,3400,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-25,DEC,0.0,0.0,0.0,0.0,1200,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
2021-10-26,DEC,0.0,0.0,0.0,0.0,40400,open below minimum: 0.0; high below minimum: 0.0; low below minimum: 0.0; close below minimum: 0.0
